0	0	0,174753521	0
0,008341675	0	0,174753521	0
0,01668335	0	0,17411945	0
0,025025025	0	0,173305202	0
0,0333667	0	0,173467995	0
0,041708375	0	0,182747953	0
0,05005005	0	0,179415602	0
0,058391725	0	0,177372241	0
0,0667334	0	0,177847226	0
0,075075075	0	0,177963689	0
0,08341675	0	0,176382479	0
0,091758425	0	0,175855995	0
0,1001001	0	0,175932987	0
0,108441775	0	0,176101908	0
0,11678345	0	0,176185302	0
0,125125125	0	0,178329465	0
0,1334668	0	0,173091554	0
0,141808475	0	0,17399875	0
0,15015015	0	0,175758458	0
0,158491825	0	0,174876064	0
0,1668335	0	0,173734681	0
0,175175175	0	0,173985692	0
0,18351685	0	0,174310007	0
0,191858525	0	0,174845512	0
0,2002002	0	0,174861839	0
0,208541875	0	0,174438989	0
0,21688355	0	0,173988981	0
0,225225225	0	0,173588167	0
0,2335669	0	0,174432862	0
0,241908575	0	0,174604146	0
0,25025025	0	0,174349673	0
0,258591925	0	0,175093613	0
0,2669336	0	0,175760417	0
0,275275275	0	0,17666447	0
0,28361695	0	0,172718481	0
0,291958625	0	0,175411329	0
0,3003003	0	0,179420664	0
0,308641975	0	0,185132859	0
0,31698365	0	0,188030915	0
0,325325325	0	0,21877688	0
0,333667	0	0,294269552	0
0,342008675	0	0,41122569	0
0,35035035	0	0,493495424	0
0,358692025	0	0,54297637	0
0,3670337	0	0,549693474	0
0,375375375	0	0,554460583	0
0,38371705	0	0,545757656	0
0,392058725	0	0,520170103	0
0,4004004	0	0,50419349	0
0,408742075	0	0,498040403	0
0,41708375	0	0,496293355	0
0,425425425	0	0,493331574	0
0,4337671	0	0,491480768	0
0,442108775	0	0,488777142	0
0,45045045	0	0,485687315	0
0,458792125	0	0,483721405	0
0,4671338	0	0,474392422	0
0,475475475	0	0,471141745	0
0,48381715	0	0,470063929	0
0,492158825	0	0,467753223	0
0,500500501	0	0,468043494	0
0,508842176	0	0,468731096	0
0,517183851	0	0,469842037	0
0,525525526	0	0,472180856	0
0,533867201	0	0,472158148	0
0,542208876	0	0,47316689	0
0,550550551	0	0,472484991	0
0,558892226	0	0,471555935	0
0,567233901	0	0,470919494	0
0,575575576	0	0,470275763	0
0,583917251	0	0,469772732	0
0,592258926	0	0,47133581	0
0,600600601	0	0,470279037	0
0,608942276	0	0,470654107	0
0,617283951	0	0,46871575	0
0,625625626	0	0,469054975	0
0,633967301	0	0,469261294	0
0,642308976	0	0,471302741	0
0,650650651	0	0,471690055	0
0,658992326	0	0,47023473	0
0,667334001	0	0,469288487	0
0,675675676	0	0,470407748	0
0,684017351	0	0,471980293	0
0,692359026	0	0,472484948	0
0,700700701	0	0,472002224	0
0,709042376	0	0,473536021	0
0,717384051	0	0,472757407	0
0,725725726	0	0,472064274	0
0,734067401	0	0,472328544	0
0,742409076	0	0,470458159	0
0,750750751	0	0,469760814	0
0,759092426	0	0,4686615	0
0,767434101	0	0,468060362	0
0,775775776	0	0,467676192	0
0,784117451	0	0,467507273	0
0,792459126	0	0,467938018	0
0,800800801	0	0,467865754	0
0,809142476	0	0,468575373	0
0,817484151	0	0,469020234	0
