08:15;857_song1;4;AV
08:17;857_headmovement1;2;AV
08:19;857_call1;2;AV
08:21;857_headmovement2;4;AV
08:23;857_song2;2;AV
08:25;857_call2;4;AV
08:27;857_song1;2;AV
08:30;857_headmovement1;3;AV
08:31;857_headmovement2;2;AV
08:32;857_song3;2;AV
08:34;857_call2;3;AV
08:36;857_headmovement2;2;AV
08:38;857_song3;4;AV
08:41;857_headmovement1;3;AV
08:43;857_call1;1;AV
08:44;857_song2;2;AV
09:15;857_call1;4;AV
09:17;857_song1;3;AV
09:20;857_headmovement1;3;AV
09:23;857_call1;2;AV
09:26;857_song1;3;AV
09:29;857_headmovement2;4;AV
09:32;857_song3;2;AV
09:34;857_call2;3;AV
09:36;857_song2;2;AV
09:38;857_call2;3;AV
09:40;857_song2;3;AV
09:42;857_headmovement1;2;AV
09:43;857_song1;3;AV
10:15;857_song3;4;AV
10:16;857_song2;1;AV
10:20;857_call2;2;AV
10:22;857_headmovement2;4;AV
10:25;857_call2;5;AV
10:27;857_song3;3;AV
10:30;857_headmovement1;2;AV
10:32;857_call1;1;AV
10:33;857_headmovement1;2;AV
10:35;857_song1;4;AV
10:37;857_call1;5;AV
10:40;857_headmovement1;2;AV
10:42;857_song2;4;AV
10:44;857_call2;2;AV
12:15;857_headmovement2;3;AV
12:16;857_headmovement1;2;AV
12:19;857_call2;1;AV
12:20;857_song3;2;AV
12:23;857_headmovement1;4;AV
12:26;857_song3;3;AV
12:28;857_call2;3;AV
12:32;857_call1;4;AV
12:35;857_headmovement2;3;AV
12:38;857_song2;2;AV
12:40;857_headmovement1;4;AV
12:43;857_call1;2;AV
14:15;857_song1;3;AV
14:16;857_song2;2;AV
14:20;857_call2;3;AV
14:23;857_headmovement2;4;AV
14:26;857_call1;1;AV
14:27;857_headmovement1;2;AV
14:30;857_song3;2;AV
14:34;857_call2;4;AV
14:36;857_headmovement1;1;AV
14:37;857_call1;3;AV
14:40;857_call2;2;AV
14:43;857_headmovement2;3;AV
16:15;857_headmovement2;3;AV
16:17;857_headmovement1;2;AV
16:19;857_call1;5;AV
16:22;857_song2;3;AV
16:25;857_call2;5;AV
16:30;857_song1;2;AV
16:33;857_headmovement1;2;AV
16:36;857_song3;2;AV
16:38;857_call1;1;AV
16:40;857_call2;4;AV
16:43;857_headmovement1;2;AV
16:44;857_headmovement2;1;AV
