08:15;783_song1;4;AV
08:17;783_headmovement1;2;AV
08:19;783_call1;2;AV
08:21;783_headmovement2;4;AV
08:23;783_song2;2;AV
08:25;783_call2;4;AV
08:27;783_song1;2;AV
08:30;783_headmovement1;3;AV
08:31;783_headmovement2;2;AV
08:32;783_song3;2;AV
08:34;783_call2;3;AV
08:36;783_headmovement2;2;AV
08:38;783_song3;4;AV
08:41;783_headmovement1;3;AV
08:43;783_call1;1;AV
08:44;783_song2;2;AV
09:15;783_call1;4;AV
09:17;783_song1;3;AV
09:20;783_headmovement1;3;AV
09:23;783_call1;2;AV
09:26;783_song1;3;AV
09:29;783_headmovement2;4;AV
09:32;783_song3;2;AV
09:34;783_call2;3;AV
09:36;783_song2;2;AV
09:38;783_call2;3;AV
09:40;783_song2;3;AV
09:42;783_headmovement1;2;AV
09:43;783_song1;3;AV
10:15;783_song3;4;AV
10:16;783_song2;1;AV
10:20;783_call2;2;AV
10:22;783_headmovement2;4;AV
10:25;783_call2;5;AV
10:27;783_song3;3;AV
10:30;783_headmovement1;2;AV
10:32;783_call1;1;AV
10:33;783_headmovement1;2;AV
10:35;783_song1;4;AV
10:37;783_call1;5;AV
10:40;783_headmovement1;2;AV
10:42;783_song2;4;AV
10:44;783_call2;2;AV
12:15;783_headmovement2;3;AV
12:16;783_headmovement1;2;AV
12:19;783_call2;1;AV
12:20;783_song3;2;AV
12:23;783_headmovement1;4;AV
12:26;783_song3;3;AV
12:28;783_call2;3;AV
12:32;783_call1;4;AV
12:35;783_headmovement2;3;AV
12:38;783_song2;2;AV
12:40;783_headmovement1;4;AV
12:43;783_call1;2;AV
14:15;783_song1;3;AV
14:16;783_song2;2;AV
14:20;783_call2;3;AV
14:23;783_headmovement2;4;AV
14:26;783_call1;1;AV
14:27;783_headmovement1;2;AV
14:30;783_song3;2;AV
14:34;783_call2;4;AV
14:36;783_headmovement1;1;AV
14:37;783_call1;3;AV
14:40;783_call2;2;AV
14:43;783_headmovement2;3;AV
16:15;783_headmovement2;3;AV
16:17;783_headmovement1;2;AV
16:19;783_call1;5;AV
16:22;783_song2;3;AV
16:25;783_call2;5;AV
16:30;783_song1;2;AV
16:33;783_headmovement1;2;AV
16:36;783_song3;2;AV
16:38;783_call1;1;AV
16:40;783_call2;4;AV
16:43;783_headmovement1;2;AV
16:44;783_headmovement2;1;AV
